t_session_sec,abs_ts,phase_rec,trial_idx_rec,relaxation_rec,relaxation_pct_rec,relaxation_window_open_rec,alpha_power_rec,beta1_power_rec,beta2_power_rec
49.1056,1785919356.524560,A,4,0.3405,0.5033,0,1.2798,0.2536,0.4275
49.1817,1785919356.600704,A,4,0.3903,0.5067,0,1.3117,0.2464,0.4403
49.2616,1785919356.680842,A,4,0.3992,0.4200,0,1.2972,0.2175,0.4869
49.3384,1785919356.757325,A,4,0.4565,0.5900,0,1.3510,0.2570,0.4207
49.4158,1785919356.835040,A,4,0.4875,0.5600,0,1.3197,0.2516,0.4231
49.4937,1785919356.912925,A,4,0.5253,0.6133,0,1.3315,0.2820,0.3856
49.5725,1785919356.991433,A,4,0.5107,0.4767,0,1.2281,0.2602,0.4084
49.6516,1785919357.070623,A,4,0.3985,0.1367,0,1.0988,0.2315,0.4809
49.7296,1785919357.148899,A,4,0.4309,0.5067,0,1.2152,0.2978,0.3593
49.8077,1785919357.226662,A,4,0.4357,0.4467,0,1.1889,0.3082,0.3658
49.8856,1785919357.304535,A,4,0.4120,0.3567,0,1.1470,0.2632,0.4058
49.9627,1785919357.382058,A,4,0.4734,0.6167,0,1.2894,0.3049,0.3512
50.0416,1785919357.460564,A,4,0.5214,0.6333,0,1.3567,0.3137,0.3633
50.1207,1785919357.539556,A,4,0.5970,0.7733,0,1.4740,0.3352,0.3225
50.1979,1785919357.617180,A,4,0.6539,0.7867,0,1.5071,0.3283,0.3352
50.2776,1785919357.696587,A,4,0.6707,0.7100,0,1.4499,0.3064,0.3685
50.3719,1785919357.790730,B,4,0.7105,0.8033,1,1.5374,0.3400,0.3290
50.4508,1785919357.870194,B,4,0.7323,0.7833,1,1.4939,0.3447,0.3144
50.5297,1785919357.948975,B,4,0.7316,0.7300,1,1.4128,0.3444,0.3183
50.6086,1785919358.027923,B,4,0.7251,0.7100,1,1.3814,0.3516,0.3047
50.6867,1785919358.105732,B,4,0.6856,0.5933,0,1.3233,0.3547,0.3234
50.7653,1785919358.184343,B,4,0.6819,0.6733,0,1.3564,0.3762,0.2898
50.8448,1785919358.264110,B,4,0.6623,0.6167,0,1.3306,0.3498,0.3191
50.9239,1785919358.343018,B,4,0.6946,0.7700,0,1.4582,0.3807,0.2794
51.0041,1785919358.423153,B,4,0.7272,0.8033,1,1.4959,0.3902,0.2739
51.0830,1785919358.502347,B,4,0.7761,0.8900,1,1.6358,0.4024,0.2629
51.1617,1785919358.580690,B,4,0.8083,0.8833,1,1.6621,0.3941,0.2821
51.2402,1785919358.659171,B,4,0.8278,0.8733,1,1.6336,0.3719,0.2936
51.3181,1785919358.737406,B,4,0.8644,0.9500,1,1.7090,0.4015,0.2569
51.3959,1785919358.814891,B,4,0.8781,0.9100,1,1.6482,0.4027,0.2601
51.4759,1785919358.894876,B,4,0.8657,0.8367,1,1.5578,0.3731,0.2819
51.5540,1785919358.973245,B,4,0.8620,0.8533,1,1.5930,0.4149,0.2566
51.6328,1785919359.051872,B,4,0.8394,0.7867,1,1.4884,0.3913,0.2645
51.7122,1785919359.131421,B,4,0.8256,0.7933,1,1.4992,0.4154,0.2462
51.7901,1785919359.209260,B,4,0.8339,0.8533,1,1.5709,0.4277,0.2381
51.8702,1785919359.289379,B,4,0.8227,0.7967,1,1.5206,0.4152,0.2495
51.9479,1785919359.366829,B,4,0.8259,0.8333,1,1.5804,0.4113,0.2586
52.0281,1785919359.447448,B,4,0.8621,0.9467,1,1.7281,0.4535,0.2261
52.1060,1785919359.524811,B,4,0.8935,0.9667,1,1.7222,0.4243,0.2341
52.1839,1785919359.603153,B,4,0.9204,0.9833,1,1.7812,0.4299,0.2272
52.2627,1785919359.682137,B,4,0.9403,0.9867,1,1.8358,0.4557,0.2200
52.3412,1785919359.760540,B,4,0.9502,0.9733,1,1.8002,0.4405,0.2313
52.4212,1785919359.840202,B,4,0.9322,0.8900,1,1.6493,0.3822,0.2763
52.4994,1785919359.918658,B,4,0.8975,0.8167,1,1.5983,0.4130,0.2611
52.5790,1785919359.997980,B,4,0.8713,0.8100,1,1.5738,0.4150,0.2532
52.6571,1785919360.076226,B,4,0.8619,0.8400,1,1.5796,0.4357,0.2272
52.7373,1785919360.156630,B,4,0.8153,0.7067,1,1.4912,0.4143,0.2599
52.8142,1785919360.233490,B,4,0.7897,0.7300,1,1.4911,0.4168,0.2520
52.8917,1785919360.311414,B,4,0.8028,0.8333,1,1.5851,0.4416,0.2310
52.9718,1785919360.391088,B,4,0.7630,0.6700,1,1.4905,0.3981,0.2837
53.0496,1785919360.468487,B,4,0.7661,0.7733,1,1.5645,0.3998,0.2730
53.1260,1785919360.545764,B,4,0.7703,0.7800,1,1.5612,0.3748,0.2871
53.2027,1785919360.621885,B,4,0.7972,0.8600,1,1.6508,0.3861,0.2827
53.2808,1785919360.699585,B,4,0.8190,0.8700,1,1.6568,0.3880,0.2815
53.3567,1785919360.775759,B,4,0.8463,0.9100,1,1.6920,0.4135,0.2604
53.4356,1785919360.854696,B,4,0.8574,0.8833,1,1.6924,0.4215,0.2637
53.5145,1785919360.933375,B,4,0.8382,0.7933,1,1.5746,0.3939,0.2687
53.5939,1785919361.012787,B,4,0.7937,0.6900,1,1.4907,0.3931,0.2739
53.6709,1785919361.090180,B,4,0.7366,0.6033,1,1.3773,0.3507,0.3020
53.7506,1785919361.169585,B,4,0.6726,0.5233,0,1.3588,0.3648,0.3056
53.8277,1785919361.246736,B,4,0.6368,0.5533,0,1.3643,0.3735,0.2947
53.9079,1785919361.327332,B,4,0.6328,0.6233,0,1.4004,0.3620,0.2921
53.9860,1785919361.404842,B,4,0.6360,0.6433,0,1.4513,0.3546,0.3002
54.0619,1785919361.481113,B,4,0.6702,0.7500,0,1.5691,0.3903,0.2827
54.1392,1785919361.558346,B,4,0.6951,0.7533,0,1.5741,0.3768,0.2935
54.2186,1785919361.637743,B,4,0.7026,0.7200,1,1.5547,0.3477,0.3192
54.2958,1785919361.714729,B,4,0.7588,0.8900,1,1.6739,0.3884,0.2810
54.3759,1785919361.794849,B,4,0.7452,0.7133,1,1.5347,0.3418,0.3165
54.4530,1785919361.872160,B,4,0.7116,0.6333,1,1.4627,0.3285,0.3226
54.5322,1785919361.951038,B,4,0.6941,0.6533,0,1.4828,0.3540,0.3044
54.6097,1785919362.028704,B,4,0.6449,0.5300,0,1.3758,0.3547,0.3112
54.6899,1785919362.109364,B,4,0.6114,0.5333,0,1.3732,0.3645,0.2999
54.7677,1785919362.186542,B,4,0.5980,0.5667,0,1.3805,0.3718,0.2885
54.8481,1785919362.267306,B,4,0.5746,0.5200,0,1.3622,0.3772,0.2894
54.9258,1785919362.344945,B,4,0.5962,0.6467,0,1.4622,0.3839,0.2767
55.0019,1785919362.420985,B,4,0.6214,0.6800,0,1.4915,0.3790,0.2824
55.0799,1785919362.499040,B,4,0.6089,0.5800,0,1.4264,0.3278,0.3339
55.1584,1785919362.577926,B,4,0.6633,0.7900,0,1.5919,0.3609,0.2988
55.2368,1785919362.655817,B,4,0.7243,0.8667,1,1.6419,0.3763,0.2810
55.3150,1785919362.734092,B,4,0.8020,0.9833,1,1.8277,0.4352,0.2343
55.3951,1785919362.814344,B,4,0.8024,0.8033,1,1.6006,0.3784,0.2867
55.4731,1785919362.892079,B,4,0.7657,0.6800,1,1.5434,0.3694,0.3073
55.5523,1785919362.971243,B,4,0.7790,0.8100,1,1.5717,0.4064,0.2510
55.6304,1785919363.049640,B,4,0.7143,0.5633,1,1.4370,0.3829,0.2922
55.7088,1785919363.127910,B,4,0.6550,0.5167,0,1.3992,0.3750,0.2939
55.7874,1785919363.206642,B,4,0.5845,0.4200,0,1.3132,0.3555,0.3142
55.8663,1785919363.285634,B,4,0.5841,0.5833,0,1.4649,0.4129,0.2689
55.9447,1785919363.363932,B,4,0.6559,0.8233,0,1.5940,0.4290,0.2341
56.0227,1785919363.441652,B,4,0.7371,0.9267,1,1.6858,0.4447,0.2251
56.1024,1785919363.521953,B,4,0.7870,0.9033,1,1.6675,0.4093,0.2523
56.1803,1785919363.599587,B,4,0.8179,0.8900,1,1.6733,0.4036,0.2634
56.2606,1785919363.680115,B,4,0.8585,0.9533,1,1.7491,0.4210,0.2459
56.3384,1785919363.757679,B,4,0.8770,0.9200,1,1.6929,0.4082,0.2572
56.4185,1785919363.837434,B,4,0.9119,0.9933,1,1.8911,0.4868,0.1993
56.4964,1785919363.915411,B,4,0.8633,0.7500,1,1.6109,0.4108,0.2684
56.5745,1785919363.993841,B,4,0.8393,0.7833,1,1.5875,0.4163,0.2507
56.6525,1785919364.071717,B,4,0.7845,0.6567,1,1.4959,0.4023,0.2568
56.7305,1785919364.149464,B,4,0.7512,0.6733,1,1.5062,0.4138,0.2456
56.8107,1785919364.230109,B,4,0.7648,0.7967,1,1.6116,0.4537,0.2224
56.8888,1785919364.307763,B,4,0.7204,0.6167,1,1.4797,0.4064,0.2574
56.9686,1785919364.387704,B,4,0.7403,0.7867,1,1.6086,0.4331,0.2442
57.0464,1785919364.465724,B,4,0.7492,0.7700,1,1.5981,0.4092,0.2611
57.1266,1785919364.545587,B,4,0.8004,0.9200,1,1.7088,0.4192,0.2498
57.2044,1785919364.623815,B,4,0.8383,0.9267,1,1.7360,0.4130,0.2582
57.2816,1785919364.701163,B,4,0.8738,0.9567,1,1.7858,0.4365,0.2382
57.3605,1785919364.779547,B,4,0.8587,0.8233,1,1.6412,0.3831,0.2788
57.4387,1785919364.857565,B,4,0.8551,0.8467,1,1.6612,0.4076,0.2618
57.5187,1785919364.938191,B,4,0.8255,0.7567,1,1.6050,0.4063,0.2654
57.5966,1785919365.015976,B,4,0.7769,0.6633,1,1.5375,0.4005,0.2639
57.6763,1785919365.095355,B,4,0.7328,0.6300,1,1.5011,0.4037,0.2566
57.7551,1785919365.174634,B,4,0.6620,0.4967,0,1.3973,0.3828,0.2816
57.8324,1785919365.251355,B,4,0.6154,0.5067,0,1.3949,0.3786,0.2819
57.9103,1785919365.329883,B,4,0.5578,0.4233,0,1.3452,0.3522,0.3091
57.9867,1785919365.406053,B,4,0.5294,0.4633,0,1.4033,0.3589,0.3106
58.0483,1785919365.467277,B,4,0.5556,0.6167,0,1.5170,0.3735,0.2963
58.1265,1785919365.545975,B,4,0.5529,0.5467,0,1.4992,0.3492,0.3234
58.2044,1785919365.623342,B,4,0.5490,0.5400,0,1.4717,0.3221,0.3399
58.2827,1785919365.702108,B,4,0.5483,0.5467,0,1.4868,0.3096,0.3531
58.3620,1785919365.781426,B,4,0.5348,0.5033,0,1.4648,0.3167,0.3587
58.4408,1785919365.859780,B,4,0.5374,0.5433,0,1.4545,0.3239,0.3328
58.5200,1785919365.939041,B,4,0.5172,0.4700,0,1.3980,0.3234,0.3354
58.5979,1785919366.017002,B,4,0.4480,0.2867,0,1.2058,0.2723,0.3898
58.6778,1785919366.096762,B,4,0.4016,0.2933,0,1.2221,0.3168,0.3589
58.7558,1785919366.174765,B,4,0.3581,0.2567,0,1.1690,0.2895,0.3794
58.8351,1785919366.254532,B,4,0.3437,0.3100,0,1.2192,0.3135,0.3574
58.9119,1785919366.330700,B,4,0.3266,0.2867,0,1.2168,0.2926,0.3827
58.9911,1785919366.410045,B,4,0.3086,0.2667,0,1.2179,0.2678,0.4099
59.0691,1785919366.488273,B,4,0.2990,0.2767,0,1.2467,0.2403,0.4397
59.1467,1785919366.565741,B,4,0.2833,0.2467,0,1.2756,0.2094,0.4868
59.2259,1785919366.645101,B,4,0.2963,0.3267,0,1.3355,0.2327,0.4604
59.3042,1785919366.723244,B,4,0.3324,0.4167,0,1.3747,0.2628,0.4128
59.3811,1785919366.800423,B,4,0.3307,0.3267,0,1.3122,0.2421,0.4474
59.4590,1785919366.878238,B,4,0.2955,0.2133,0,1.2386,0.2356,0.4696
59.5370,1785919366.956260,B,4,0.2548,0.1600,0,1.1581,0.2148,0.4833
59.6148,1785919367.033718,B,4,0.2714,0.3100,0,1.2492,0.2915,0.3921
59.6918,1785919367.110699,B,4,0.1990,0.0300,0,1.0453,0.2046,0.4992
59.7710,1785919367.190356,B,4,0.1713,0.1067,0,1.0427,0.2318,0.4496
59.8468,1785919367.266175,B,4,0.1719,0.1733,0,1.1145,0.2571,0.4321
59.9245,1785919367.343287,B,4,0.1853,0.2167,0,1.1430,0.2596,0.4246
60.0031,1785919367.422136,B,4,0.1837,0.1800,0,1.1583,0.2214,0.4744
60.0810,1785919367.500266,B,4,0.2106,0.2733,0,1.2382,0.2396,0.4485
60.1607,1785919367.579610,B,4,0.2144,0.2233,0,1.2402,0.2135,0.4960
60.2397,1785919367.658749,B,4,0.2491,0.3300,0,1.2990,0.2107,0.4750
60.3171,1785919367.736690,B,4,0.2774,0.3433,0,1.3007,0.2176,0.4674
